bill_num,year,party,sponsor
1463,2024,D,DEGRUY KENNEDY
1464,2024,R,WEINBERG
1465,2024,D,BIRD
1466,2024,D,BIRD
1467,2024,D,BIRD
1468,2024,D,TITONE
1469,2024,D,BIRD
1470,2024,D,BIRD
1471,2024,D,YOUNG
1472,2024,D,BROWN
